generation,best_fitness,mean_fitness,min_fitness,max_fitness,std_fitness,best_effective_code_rate,best_total_length,best_effective_length,mean_program_length,std_program_length,best_ever_fitness,best_ever_generation
0,0.03400000000000002,0.02644000000000002,0.02000000000000001,0.03400000000000002,0.006977564044851189,0.0,6,0,5.76,2.915887514977215,0.03400000000000002,0
1,0.03400000000000002,0.031760000000000024,0.02000000000000001,0.03400000000000002,0.005132484778350545,0.0,6,0,5.22,3.336405251164792,0.03400000000000002,0
2,0.03400000000000002,0.03400000000000002,0.03400000000000002,0.03400000000000002,0.0,0.0,6,0,4.98,3.6193369558525497,0.03400000000000002,0
3,0.03400000000000002,0.03400000000000002,0.03400000000000002,0.03400000000000002,0.0,0.0,6,0,4.7,2.9137604568666933,0.03400000000000002,0
4,0.03400000000000002,0.033440000000000025,0.02000000000000001,0.03400000000000002,0.0027434285119171623,0.0,6,0,5.44,3.2444414003029856,0.03400000000000002,0
